record_kind,decision_id,unit_id,segment_id,target_path,target_line,target_excerpt,reader_artifact,reader_anchor,anchor_distance_lines,reader_status
terminology,GU-T201,OLP-0212,OLP-0212-B004,gu/content/computability/recursive-functions/composition.tex,9,\olfileid{cmp}{rec}{com} \olsection{સંયોજન},reader/computability-theory.html,cmp:rec:com:sec,8,verified_html_anchor_near_target_line
terminology,GU-T201,OLP-0212,OLP-0212-B005,gu/content/computability/recursive-functions/composition.tex,12,"પ્રાકૃતિક સંખ્યાઓનાં એક-આર્ગ્યુમેન્ટવાળાં બે વિધેયો $f$ અને $g$ હોય, તો તેમનું સંયોજન કરી શકાય: $h(x) = f(g(x))$. આમ નવું વિધેય~$h(x)$, $f$ અને~$g$ના \emph{સંયોજન}થી વ્યાખ્યાયિત થા",reader/computability-theory.html,cmp:rec:com:sec,11,verified_html_anchor_near_target_line
terminology,GU-T201,OLP-0212,OLP-0212-B007,gu/content/computability/recursive-functions/composition.tex,36,પહેલેથી મળેલાં વિધેયો વાપરીને નવું વિધેય ગણીએ ત્યારે શું થાય છે તેનું આ વર્ણન કદાચ વધારે પડતું મર્યાદિત લાગે. એક કારણ એ છે કે ક્યારેક આપણે વિધેયના બધા આર્ગ્યુમેન્ટ વાપરતા નથી: $\Ad,reader/computability-theory.html,cmp:rec:com:sec,35,verified_html_anchor_near_target_line
terminology,GU-T201,OLP-0212,OLP-0212-B008,gu/content/computability/recursive-functions/composition.tex,55,"પ્રક્ષેપ વિધેયો આર્ગ્યુમેન્ટોનો ક્રમ બદલવા અથવા બે આર્ગ્યુમેન્ટોને એક જ આર્ગ્યુમેન્ટથી ભરવા વડે પણ નવાં વિધેયો વ્યાખ્યાયિત કરવા દે છે. દાખલા તરીકે, $h(x) = \Add(x, x)$ને આ રીતે વ્ય",reader/computability-theory.html,cmp:rec:com:sec,54,verified_html_anchor_near_target_line
terminology,GU-T201,OLP-0212,OLP-0212-B009,gu/content/computability/recursive-functions/composition.tex,65,"જો $f(y_0, y_1)$ વિધેય પહેલેથી આપણી પાસે હોય, તો $h(x_0, x_1) = f(x_1, x_0)$ને આ રીતે વ્યાખ્યાયિત કરી શકાય: \[ h(x_0, x_1) = f(\Proj{2}{1}(x_0, x_1),\Proj{2}{0}(x_0, x_1)). \] અહીં",reader/computability-theory.html,cmp:rec:com:sec,64,verified_html_anchor_near_target_line
terminology,GU-T201,OLP-0212,OLP-0212-B010,gu/content/computability/recursive-functions/composition.tex,73,"$g_0$, \dots,~$g_{k-1}$ બધાંને એકસરખા $n$ આર્ગ્યુમેન્ટ હોવા જ જોઈએ, એ શરત અંગે પણ શંકા થઈ શકે. (યાદ રાખો કે વિધેયની \emph{આર્ગ્યુમેન્ટ-સંખ્યા} એટલે તેના આર્ગ્યુમેન્ટોની સંખ્યા; $n$",reader/computability-theory.html,cmp:rec:com:sec,72,verified_html_anchor_near_target_line
terminology,GU-T202,OLP-0212,OLP-0212-B006,gu/content/computability/recursive-functions/composition.tex,17,"તેની એક રીત આ છે: ધારો કે $f$ને $k$ આર્ગ્યુમેન્ટ છે અને $g_0$, \dots, $g_{k-1}$ એવાં $k$ વિધેયો છે, જેમાંના દરેકને $n$ આર્ગ્યુમેન્ટ છે. તો નવું $n$-આર્ગ્યુમેન્ટવાળું વિધેય $h$ આ રી",reader/computability-theory.html,cmp:rec:com:sec,16,verified_html_anchor_near_target_line
terminology,GU-T202,OLP-0212,OLP-0212-B007,gu/content/computability/recursive-functions/composition.tex,36,પહેલેથી મળેલાં વિધેયો વાપરીને નવું વિધેય ગણીએ ત્યારે શું થાય છે તેનું આ વર્ણન કદાચ વધારે પડતું મર્યાદિત લાગે. એક કારણ એ છે કે ક્યારેક આપણે વિધેયના બધા આર્ગ્યુમેન્ટ વાપરતા નથી: $\Ad,reader/computability-theory.html,cmp:rec:com:sec,35,verified_html_anchor_near_target_line
terminology,GU-T202,OLP-0212,OLP-0212-B010,gu/content/computability/recursive-functions/composition.tex,73,"$g_0$, \dots,~$g_{k-1}$ બધાંને એકસરખા $n$ આર્ગ્યુમેન્ટ હોવા જ જોઈએ, એ શરત અંગે પણ શંકા થઈ શકે. (યાદ રાખો કે વિધેયની \emph{આર્ગ્યુમેન્ટ-સંખ્યા} એટલે તેના આર્ગ્યુમેન્ટોની સંખ્યા; $n$",reader/computability-theory.html,cmp:rec:com:sec,72,verified_html_anchor_near_target_line
terminology,GU-T203,OLP-0210,OLP-0210-B007,gu/content/computability/recursive-functions/introduction.tex,36,"તેમ છતાં, આદિમ પુનરાવર્તી વિધેયો---માત્ર આદિમ પુનરાવર્તનથી વ્યાખ્યાયિત થતાં વિધેયો---જ બધા સંગણનીય સંખ્યા-સિદ્ધાંતના વિધેયો નથી. આદિમ પુનરાવર્તનના અનેક સામાન્યકરણો વિચારવામાં આવ્યા",reader/computability-theory.html,cmp:rec:int:sec,35,verified_html_anchor_near_target_line
terminology,GU-T204,OLP-0210,OLP-0210-B006,gu/content/computability/recursive-functions/introduction.tex,27,"સંગણનીય વિધેયો ઉપરાંત સંગણનીય ગણો અને સંબંધોમાં પણ આપણને રસ હોઈ શકે. આપેલી સંખ્યા ગણનો !!a{element} છે કે નહીં, તેનો જવાબ સંગણનથી મેળવી શકાય તો તે ગણ સંગણનીય છે. તેવી જ રીતે, $\tup",reader/computability-theory.html,cmp:rec:int:sec,26,verified_html_anchor_near_target_line
terminology,GU-T205,OLP-0213,OLP-0213-B006,gu/content/computability/recursive-functions/pr-functions.tex,15,\begin{defn}   \ollabel{defn:primitive-recursion} ધારો કે $f$ એ $k$-આર્ગ્યુમેન્ટવાળું   વિધેય છે ($k\ge 1$) અને $g$ એ $(k+2)$-આર્ગ્યુમેન્ટવાળું વિધેય છે.   $f$ અને $g$માંથી \emph{આ,reader/computability-theory.html,cmp:rec:prf:defn:primitive-recursion,1,verified_html_anchor_near_target_line
terminology,GU-T205,OLP-0213,OLP-0213-B009,gu/content/computability/recursive-functions/pr-functions.tex,47,"\begin{defn}   આદિમ પુનરાવર્તી વિધેયોનો ગણ એટલે $\Nat^n$માંથી $\Nat$માં જતાં   વિધેયોનો એવો ગણ, જેને નીચેની શરતોથી આગમનાત્મક રીતે વ્યાખ્યાયિત   કરીએ છીએ:   \begin{enumerate}   \ite",reader/computability-theory.html,cmp:rec:prf:defn:composition,19,verified_html_anchor_near_target_line
terminology,GU-T205,OLP-0213,OLP-0213-B010,gu/content/computability/recursive-functions/pr-functions.tex,66,"\begin{explain} વધુ ટૂંકમાં, આદિમ પુનરાવર્તી વિધેયોનો ગણ એવો સૌથી નાનો ગણ છે જેમાં $\Zero$, $\Succ$ અને પ્રક્ષેપ વિધેયો~$\Proj{n}{j}$ છે અને જે સંયોજન તથા આદિમ પુનરાવર્તન હેઠળ બંધ ",reader/computability-theory.html,cmp:rec:prf:defn:composition,38,verified_html_anchor_near_target_line
terminology,GU-T205,OLP-0213,OLP-0213-B014,gu/content/computability/recursive-functions/pr-functions.tex,89,"\begin{proof} આપણે $f$ અને~$g$ એવાં બે વિધેયોના આધારે $\Add$ની આદિમ પુનરાવર્તી વ્યાખ્યા પહેલેથી આપી છે, જે \olref{defn:primitive-recursion}ના માળખાને અનુસરે છે: \begin{align*}   \A",reader/computability-theory.html,cmp:rec:prf:prop:mult-pr,30,verified_html_anchor_near_target_line
terminology,GU-T206,OLP-0214,OLP-0214-B004,gu/content/computability/recursive-functions/notation-pr-functions.tex,9,\olfileid{cmp}{rec}{not} \olsection{આદિમ પુનરાવર્તી વિધેયોનાં સંકેતન},reader/computability-theory.html,cmp:rec:not:sec,8,verified_html_anchor_near_target_line
terminology,GU-T206,OLP-0214,OLP-0214-B005,gu/content/computability/recursive-functions/notation-pr-functions.tex,12,"આદિમ પુનરાવર્તી વિધેયોનું ચોક્કસ આગમનાત્મક વર્ણન આપ્યું છે તેનો એક ફાયદો એ છે કે આપણે તેમને વ્યવસ્થિત રીતે દર્શાવી શકીએ છીએ. દાખલા તરીકે, આવા દરેક વિધેયને નીચે મુજબ એક ``સંકેતન'' આ",reader/computability-theory.html,cmp:rec:not:sec,11,verified_html_anchor_near_target_line
terminology,GU-T206,OLP-0214,OLP-0214-B006,gu/content/computability/recursive-functions/notation-pr-functions.tex,23,"આદિમ પુનરાવર્તનથી વ્યાખ્યાયિત વિધેયો માટે પણ આવાં જ સંકેતનો વાપરી શકીએ. ધારો કે $(k+1)$-આર્ગ્યુમેન્ટવાળું વિધેય~$h$, $k$-આર્ગ્યુમેન્ટવાળા વિધેય~$f$ અને $(k+2)$-આર્ગ્યુમેન્ટવાળા વિધ",reader/computability-theory.html,cmp:rec:not:sec,22,verified_html_anchor_near_target_line
terminology,GU-T206,OLP-0214,OLP-0214-B007,gu/content/computability/recursive-functions/notation-pr-functions.tex,30,"યાદ કરો કે સરવાળાનું વિધેય આદિમ પુનરાવર્તનથી આમ વ્યાખ્યાયિત છે: \begin{align*}   \Add(x_0, 0) & = \Proj{1}{0}(x_0) = x_0\\   \Add(x_0, y+1) & = \Succ(\Proj{3}{2}(x_0, y, \Add(x_0, ",reader/computability-theory.html,cmp:rec:not:sec,29,verified_html_anchor_near_target_line
terminology,GU-T207,OLP-0216,OLP-0216-B010,gu/content/computability/recursive-functions/examples.tex,77,\begin{prop}   ક્રમગુણિતનું વિધેય $\fn{fac}(x) = \fact{x} = 1 \cdot 2 \cdot 3   \cdot \dots \cdot x$ આદિમ પુનરાવર્તી છે. \end{prop},reader/computability-theory.html,cmp:rec:exa:prop:min-pr,68,verified_html_anchor_near_target_line
terminology,GU-T207,OLP-0216,OLP-0216-B011,gu/content/computability/recursive-functions/examples.tex,82,\begin{proof}   સ્પષ્ટ દેખાતી આદિમ પુનરાવર્તી વ્યાખ્યા આ છે:   \begin{align*}     \fn{fac}(0) &= 1\\     \fn{fac}(y+1) & = \fn{fac}(y) \cdot (y+1).     \intertext{ઔપચારિક રીતે પહેલ,reader/computability-theory.html,cmp:rec:exa:prop:min-pr,63,verified_html_anchor_near_target_line
terminology,GU-T207,OLP-0219,OLP-0219-B008,gu/content/computability/recursive-functions/primes.tex,60,"$x$થી મોટી પહેલી અવિભાજ્ય સંખ્યા આપતું વિધેય $\fn{nextPrime(x)}$ હોય, તો $p$ને આદિમ પુનરાવર્તન વડે સરળતાથી વ્યાખ્યાયિત કરી શકાય: \begin{align*}   p(0) & = 2\\   p(x+1) & = \fn{next",reader/computability-theory.html,cmp:rec:pri:sec,59,verified_html_anchor_near_target_line
terminology,GU-T207,OLP-0220,OLP-0220-B005,gu/content/computability/recursive-functions/sequences.tex,12,આદિમ પુનરાવર્તી વિધેયોનો ગણ ખાસ્સો સમર્થ છે. પરંતુ \emph{અનુક્રમો}ને સંભાળવાની યોગ્ય રીત વિકસાવીએ પછી આપણે વધુ કરી શકીશું. પ્રાકૃતિક સંખ્યાઓના સાન્ત અનુક્રમોને પ્રાકૃતિક સંખ્યાઓ સા,reader/computability-theory.html,cmp:rec:seq:sec,11,verified_html_anchor_near_target_line
terminology,GU-T208,OLP-0216,OLP-0216-B012,gu/content/computability/recursive-functions/examples.tex,99,"\begin{prop}   શૂન્યે અટકતી બાદબાકી $x \tsub y$, જે આ રીતે વ્યાખ્યાયિત છે,   આદિમ પુનરાવર્તી છે:   \[   x \tsub y = \begin{cases}     0 & \text{જો $x < y$ હોય}\\     x-y & \text{અન",reader/computability-theory.html,cmp:rec:exa:prop:min-pr,46,verified_html_anchor_near_target_line
terminology,GU-T208,OLP-0216,OLP-0216-B013,gu/content/computability/recursive-functions/examples.tex,110,\begin{proof}   આપણી પાસે આ સમીકરણો છે:   \begin{align*}     x \tsub 0 & = x\\     x \tsub (y+1) & = \fn{pred}(x \tsub y)   \end{align*} \end{proof},reader/computability-theory.html,cmp:rec:exa:prop:min-pr,35,verified_html_anchor_near_target_line
terminology,GU-T208,OLP-0216,OLP-0216-B015,gu/content/computability/recursive-functions/examples.tex,122,\begin{proof}   $\left| x-y \right| = (x \tsub y) + (y \tsub x)$ છે. તેથી અંતરને   સરવાળા~$+$ અને શૂન્યે અટકતી બાદબાકી~$\tsub$ના સંયોજનથી   વ્યાખ્યાયિત કરી શકાય છે; બંને આદિમ પુનરા,reader/computability-theory.html,cmp:rec:exa:prop:min-pr,23,verified_html_anchor_near_target_line
terminology,GU-T208,OLP-0216,OLP-0216-B017,gu/content/computability/recursive-functions/examples.tex,133,"\begin{proof}   $+$ અને $\tsub$ના સંયોજનથી $\fn{max}(x,y)$ને આમ વ્યાખ્યાયિત   કરી શકાય:   \[   \fn{max}(x,y) \defis x + (y \tsub x).   \]   જો $x$ મોટામાં મોટું હોય, એટલે $x \ge y$",reader/computability-theory.html,cmp:rec:exa:prop:min-pr,12,verified_html_anchor_near_target_line
terminology,GU-T209,OLP-0217,OLP-0217-B010,gu/content/computability/recursive-functions/pr-relations.tex,93,"\begin{prop}   આદિમ પુનરાવર્તી સંબંધોનો ગણ સીમિત પરિમાણીકરણ હેઠળ બંધ છે. એટલે   જો $R(\vec x, z)$ આદિમ પુનરાવર્તી સંબંધ હોય, તો નીચેના સંબંધો   પણ એવા જ છે:   \begin{align*}     & ",reader/computability-theory.html,cmp:rec:prr:sec,92,verified_html_anchor_near_target_line
terminology,GU-T209,OLP-0217,OLP-0217-B011,gu/content/computability/recursive-functions/pr-relations.tex,107,"\begin{proof}   રૂઢિ પ્રમાણે $\bforall{z < 0}{R(\vec x, z)}$ને સત્ય માનીએ છીએ   (કારણ કે $0$થી નાની કોઈ $z$ છે જ નહીં) અને   $\bexists{z < 0}{R(\vec x, z)}$ને અસત્ય માનીએ છીએ. સીમિ",reader/computability-theory.html,cmp:rec:prr:sec,106,verified_html_anchor_near_target_line
terminology,GU-T209,OLP-0218,OLP-0218-B004,gu/content/computability/recursive-functions/bounded-minimization.tex,9,\olfileid{cmp}{rec}{bmi} \olsection{સીમાબદ્ધ લઘુત્તમીકરણ},reader/computability-theory.html,cmp:rec:bmi:sec,8,verified_html_anchor_near_target_line
terminology,GU-T209,OLP-0218,OLP-0218-B005,gu/content/computability/recursive-functions/bounded-minimization.tex,12,"\begin{explain} કોઈ ગુણધર્મ અથવા સંબંધ~$P$ સંતોષતી સૌથી નાની સંખ્યા તરીકે વિધેય વ્યાખ્યાયિત કરવું ઘણી વાર ઉપયોગી છે. $P$નો નિર્ણય કરી શકાતો હોય, તો $0$, $1$, $2$, \dots{} બધી શક્ય ",reader/computability-theory.html,cmp:rec:bmi:sec,11,verified_html_anchor_near_target_line
terminology,GU-T209,OLP-0218,OLP-0218-B006,gu/content/computability/recursive-functions/bounded-minimization.tex,27,"\begin{prop} જો $R(\vec x, z)$ આદિમ પુનરાવર્તી હોય, તો વિધેય $m_R(\vec{x}, y)$ પણ આદિમ પુનરાવર્તી છે. $R(\vec x, z)$ લાગુ પડે એવી કોઈ સંખ્યા $y$થી નાની હોય, તો આ વિધેય સૌથી નાનો એવ",reader/computability-theory.html,cmp:rec:bmi:sec,26,verified_html_anchor_near_target_line
terminology,GU-T209,OLP-0218,OLP-0218-B008,gu/content/computability/recursive-functions/bounded-minimization.tex,41,"સીમા $y + 1$ સ્વરૂપની હોય ત્યારે ત્રણ કિસ્સા છે: \begin{enumerate} \item $R(\vec{x}, z)$ લાગુ પડે એવી $z < y$ છે. ત્યારે $m_R(\vec{x}, y+1) = m_R(\vec{x}, y)$. \item એવી કોઈ~$z<y$ ",reader/computability-theory.html,cmp:rec:bmi:sec,40,verified_html_anchor_near_target_line
terminology,GU-T209,OLP-0219,OLP-0219-B005,gu/content/computability/recursive-functions/primes.tex,12,"સીમિત પરિમાણીકરણ અને સીમાબદ્ધ લઘુત્તમીકરણથી ઘણા સ્વાભાવિક વિધેયો અને સંબંધો આદિમ પુનરાવર્તી છે તે બતાવવા માટે પૂરતાં સાધનો મળે છે. દાખલા તરીકે, ``$x$ એ $y$નો અવયવ છે'' એવો સંબંધ વિ",reader/computability-theory.html,cmp:rec:pri:sec,11,verified_html_anchor_near_target_line
terminology,GU-T210,OLP-0219,OLP-0219-B004,gu/content/computability/recursive-functions/primes.tex,9,\olfileid{cmp}{rec}{pri} \olsection{અવિભાજ્ય સંખ્યાઓ},reader/computability-theory.html,cmp:rec:pri:sec,8,verified_html_anchor_near_target_line
terminology,GU-T210,OLP-0219,OLP-0219-B005,gu/content/computability/recursive-functions/primes.tex,12,"સીમિત પરિમાણીકરણ અને સીમાબદ્ધ લઘુત્તમીકરણથી ઘણા સ્વાભાવિક વિધેયો અને સંબંધો આદિમ પુનરાવર્તી છે તે બતાવવા માટે પૂરતાં સાધનો મળે છે. દાખલા તરીકે, ``$x$ એ $y$નો અવયવ છે'' એવો સંબંધ વિ",reader/computability-theory.html,cmp:rec:pri:sec,11,verified_html_anchor_near_target_line
terminology,GU-T210,OLP-0219,OLP-0219-B006,gu/content/computability/recursive-functions/primes.tex,42,"પ્રાકૃતિક સંખ્યા~$x$ \emph{અવિભાજ્ય} કહેવાય જો તે $0$ કે $1$ ન હોય અને માત્ર $1$ તથા પોતાનાથી જ વિભાજ્ય હોય. બીજા શબ્દોમાં, અવિભાજ્ય સંખ્યાઓ માટે $y \mid x$ હોય ત્યારે $y = 1$ અથવા",reader/computability-theory.html,cmp:rec:pri:sec,41,verified_html_anchor_near_target_line
terminology,GU-T210,OLP-0219,OLP-0219-B008,gu/content/computability/recursive-functions/primes.tex,60,"$x$થી મોટી પહેલી અવિભાજ્ય સંખ્યા આપતું વિધેય $\fn{nextPrime(x)}$ હોય, તો $p$ને આદિમ પુનરાવર્તન વડે સરળતાથી વ્યાખ્યાયિત કરી શકાય: \begin{align*}   p(0) & = 2\\   p(x+1) & = \fn{next",reader/computability-theory.html,cmp:rec:pri:sec,59,verified_html_anchor_near_target_line
terminology,GU-T210,OLP-0219,OLP-0219-B009,gu/content/computability/recursive-functions/primes.tex,79,(જિજ્ઞાસા હોય તો યુક્લિડના પરિણામની ટૂંકી સાબિતી આ છે. ધારો કે $p_n$ એ $\le x$ એવી સૌથી મોટી અવિભાજ્ય સંખ્યા છે; અને $\le x$ એવી બધી અવિભાજ્ય સંખ્યાઓનો ગુણાકાર $p = p_0\cdot p_1 \c,reader/computability-theory.html,cmp:rec:pri:sec,78,verified_html_anchor_near_target_line
terminology,GU-T211,OLP-0220,OLP-0220-B005,gu/content/computability/recursive-functions/sequences.tex,12,આદિમ પુનરાવર્તી વિધેયોનો ગણ ખાસ્સો સમર્થ છે. પરંતુ \emph{અનુક્રમો}ને સંભાળવાની યોગ્ય રીત વિકસાવીએ પછી આપણે વધુ કરી શકીશું. પ્રાકૃતિક સંખ્યાઓના સાન્ત અનુક્રમોને પ્રાકૃતિક સંખ્યાઓ સા,reader/computability-theory.html,cmp:rec:seq:sec,11,verified_html_anchor_near_target_line
terminology,GU-T211,OLP-0220,OLP-0220-B006,gu/content/computability/recursive-functions/sequences.tex,26,અનુક્રમોનું આ સંકેતીકરણ સફળ થાય છે તેનું કારણ અંકગણિતનું કહેવાતું મૂળભૂત પ્રમેય છે: દરેક પ્રાકૃતિક સંખ્યા $n \ge 2$ને નીચેના સ્વરૂપમાં એક જ રીતે લખી શકાય: \[ n = p_0^{a_0} \cdot p_,reader/computability-theory.html,cmp:rec:seq:sec,25,verified_html_anchor_near_target_line
terminology,GU-T211,OLP-0220,OLP-0220-B009,gu/content/computability/recursive-functions/sequences.tex,46,"\begin{proof}   સંબંધ $R(i, s)$ને આ રીતે વ્યાખ્યાયિત કરીએ:   \[   R(i, s) \text{ ત્યારે અને માત્ર ત્યારે જ જ્યારે }   p_i \mid s \land p_{i+1} \nmid s.   \]   સ્પષ્ટ છે કે $R$ આદિમ",reader/computability-theory.html,cmp:rec:seq:sec,45,verified_html_anchor_near_target_line
terminology,GU-T211,OLP-0220,OLP-0220-B014,gu/content/computability/recursive-functions/sequences.tex,109,"ઉપર વ્યાખ્યાયિત વિધેયોનાં ઔપચારિક નામોને બદલે હવે વધુ ટૂંકાં સંકેતનો લાવીએ. $\fn{element}(s,i)$ને બદલે $(s)_i$ લખીશું, અને નીચેના સંક્ષેપ તરીકે $\tuple{s_0, \dots, s_k}$ લખીશું: \[",reader/computability-theory.html,cmp:rec:seq:prop:subseq,80,verified_html_anchor_near_target_line
terminology,GU-T211,OLP-0220,OLP-0220-B016,gu/content/computability/recursive-functions/sequences.tex,123,"\begin{proof}   આપણે એવું વિધેય $\fn{concat}$ જોઈએ છે કે   \[     \fn{concat}(\tuple{a_0, \dots, a_k}, \tuple{b_0, \dots, b_l}) =     \tuple{a_0, \dots, a_k, b_0, \dots, b_l}.   \]",reader/computability-theory.html,cmp:rec:seq:prop:subseq,66,verified_html_anchor_near_target_line
terminology,GU-T211,OLP-0220,OLP-0220-B018,gu/content/computability/recursive-functions/sequences.tex,142,"અનુક્રમની લંબાઈ અને તેના સૌથી મોટા ઘટકના આધારે તેનો સંખ્યાત્મક કોડ ઉપરથી સીમિત કરી શકીએ, એ આપણને ઉપયોગી થશે. ધારો કે $s$ એ લંબાઈ~$k$ ધરાવતો અનુક્રમ છે અને તેનો દરેક ઘટક કોઈ સંખ્યા~",reader/computability-theory.html,cmp:rec:seq:prop:subseq,47,verified_html_anchor_near_target_line
terminology,GU-T211,OLP-0220,OLP-0220-B019,gu/content/computability/recursive-functions/sequences.tex,158,"અનુક્રમો પર આવી સીમા હોવાથી સીમિત શોધ વડે નવાં વિધેયો વ્યાખ્યાયિત કરી શકીએ. દાખલા તરીકે, $\fn{concat}$ને સીમિત શોધ વડે વ્યાખ્યાયિત કરી શકીએ. આપણે શોધતા હોઈએ તે પદાર્થની (જોડાયેલા અ",reader/computability-theory.html,cmp:rec:seq:prop:subseq,31,verified_html_anchor_near_target_line
terminology,GU-T212,OLP-0221,OLP-0221-B004,gu/content/computability/recursive-functions/trees.tex,9,\olfileid{cmp}{rec}{tre} \olsection{વૃક્ષો},reader/computability-theory.html,cmp:rec:tre:sec,8,verified_html_anchor_near_target_line
terminology,GU-T212,OLP-0221,OLP-0221-B005,gu/content/computability/recursive-functions/trees.tex,12,ક્યારેક વૃક્ષોને પ્રાકૃતિક સંખ્યાઓ તરીકે રજૂ કરવું ઉપયોગી છે. જેમ અનુક્રમોને સંખ્યાઓથી રજૂ કરીએ છીએ અને તેમનાં ગુણધર્મો તથા ક્રિયાઓને તેમના કોડ પરના આદિમ પુનરાવર્તી સંબંધો અને વિધે,reader/computability-theory.html,cmp:rec:tre:sec,11,verified_html_anchor_near_target_line
terminology,GU-T212,OLP-0221,OLP-0221-B006,gu/content/computability/recursive-functions/trees.tex,21,"વૃક્ષને પુનરાવર્તી રીતે અનુક્રમ $\tuple{k, d_1, \dots, d_k}$ વડે સંકેતીકૃત કરીએ છીએ. અહીં $k$ એ તત્કાલ ઉપવૃક્ષોની સંખ્યા છે અને $d_1$, \dots,~$d_k$ તેમના કોડ છે. ગાંઠોને નામચિહ્નો ",reader/computability-theory.html,cmp:rec:tre:prop:subtreeseq,11,verified_html_anchor_near_target_line
