record_kind,decision_id,unit_id,segment_id,target_path,target_line,target_excerpt,reader_artifact,reader_anchor,reader_status
terminology,GU-T228,OLP-0254,OLP-0254-B006,gu/content/turing-machines/machines-computations/introduction.tex,28,\begin{explain} ટ્યુરિંગ મશીનને કોઈ વિશિષ્ટ પ્રકારના કલ્પિત ઉપકરણના પ્રોગ્રામ તરીકે સમજવું કદાચ સૌથી યોગ્ય છે. આ ઉપકરણમાં એક \emph{ટેપ} અને એક \emph{વાંચન-લેખન હેડ} હોય છે. ટ્યુરિંગ મશીનની આપણી આવૃત્ત,reader/turing-machines.html,tur:mac:int:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T228,OLP-0255,OLP-0255-B012,gu/content/turing-machines/machines-computations/representing-tms.tex,65,\begin{explain} ઉપરનું મશીન ઇનપુટમાં સ્ટ્રોકની સંખ્યા સમ હોય ત્યારે જ થંભે છે. નહીંતર મશીન (સૈદ્ધાંતિક રીતે) અનંત સમય સુધી ચાલુ રહે છે. કોઈ પણ મશીન અને ઇનપુટ માટે આઉટપુટ નક્કી કરવા મશીનની \emph{સંરૂપણ,reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T228,OLP-0255,OLP-0255-B022,gu/content/turing-machines/machines-computations/representing-tms.tex,201,\begin{explain} અત્યાર સુધી આપણે ઇનપુટ વાંચીને સ્વીકારતાં મશીનો જ જોયાં છે. પરંતુ ટ્યુરિંગ મશીન વાંચી પણ શકે છે અને લખી પણ શકે છે. આવા મશીનનું એક ઉદાહરણ (જોકે આવાં ઘણાં ઉદાહરણો છે) \emph{બમણું કરનાર મ,reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T228,OLP-0255,OLP-0255-B023,gu/content/turing-machines/machines-computations/representing-tms.tex,210,\begin{ex} \ollabel{ex:doubler} બમણું કરનાર મશીન બનાવતાં પહેલાં સમસ્યા ઉકેલવાની \emph{રીત} નક્કી કરવી જરૂરી છે. મશીન (આપણે તેને જેમ ઘડ્યું છે તે મુજબ) કેટલા $\TMstroke$ વાંચ્યા છે તે યાદ રાખી શકતું નથ,reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T228,OLP-0257,OLP-0257-B011,gu/content/turing-machines/machines-computations/configuration.tex,101,"\begin{defn}\ollabel{defn:run-output} \emph{ઇનપુટ~$I$ પર $M$નું ચલન} એ $M$નાં સંરૂપણોનો અનુક્રમ $C_i$ છે, જેમાં $C_0$ એ ઇનપુટ~$I$ માટે $M$નું પ્રારંભિક સંરૂપણ છે અને દરેક $C_i$ એક પગલામાં $C_{i+1}$ આપ",reader/turing-machines.html,cmp:tur:con:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T228,OLP-0257,OLP-0257-B012,gu/content/turing-machines/machines-computations/configuration.tex,107,"જો $C_k = \tuple{C, m, q}$ હોય, $C$નું $m$-મું પ્રતીક~$\sigma$ હોય અને $\delta(q, \sigma)$ અવ્યાખ્યાયિત હોય, તો આપણે કહીએ છીએ કે $M$ \emph{ઇનપુટ $I$ પર $k$ પગલાં પછી થંભે છે}. એ કિસ્સામાં, ઇનપુટ~$I$ મ",reader/turing-machines.html,cmp:tur:con:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T229,OLP-0255,OLP-0255-B012,gu/content/turing-machines/machines-computations/representing-tms.tex,65,\begin{explain} ઉપરનું મશીન ઇનપુટમાં સ્ટ્રોકની સંખ્યા સમ હોય ત્યારે જ થંભે છે. નહીંતર મશીન (સૈદ્ધાંતિક રીતે) અનંત સમય સુધી ચાલુ રહે છે. કોઈ પણ મશીન અને ઇનપુટ માટે આઉટપુટ નક્કી કરવા મશીનની \emph{સંરૂપણ,reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T229,OLP-0255,OLP-0255-B013,gu/content/turing-machines/machines-computations/representing-tms.tex,75,ચાર $\TMstroke$નું ઇનપુટ આપીએ ત્યારે સમ મશીનનાં સંરૂપણો ક્રમશઃ જોઈએ. આ કિસ્સામાં મશીન થંભશે એવી આપણી અપેક્ષા છે. પછી તેને ત્રણ $\TMstroke$નું ઇનપુટ આપીશું; ત્યારે તે હંમેશાં ચાલતું રહેશે.,reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T229,OLP-0255,OLP-0255-B014,gu/content/turing-machines/machines-computations/representing-tms.tex,80,મશીન અવસ્થા~$q_0$માં શરૂ થાય છે અને સૌથી ડાબો $\TMstroke$ વાંચે છે. મશીનની આ પ્રારંભિક સ્થિતિ આ રીતે દર્શાવી શકાય: \[ \TMendtape \TMstroke_0 \TMstroke \TMstroke \TMstroke \TMblank \ldots \] ઉપરનું સંર,reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T229,OLP-0255,OLP-0255-B015,gu/content/turing-machines/machines-computations/representing-tms.tex,116,હવે ધારો કે મશીનને ત્રણ $\TMstroke$નું ઇનપુટ આપીએ. ટેપ પરના ઇનપુટમાં નાનો તફાવત હોવા છતાં એ જ સૂચનાઓ લાગુ પડતી હોવાથી શરૂઆતનાં કેટલાંક સંરૂપણો સરખાં હોય છે: \[ \TMendtape \TMstroke_0 \TMstroke \TMstro,reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T229,OLP-0255,OLP-0255-B026,gu/content/turing-machines/machines-computations/representing-tms.tex,258,\begin{prob} કોઈ પણ એક ઇનપુટ પસંદ કરો અને \olref[tur][mac][rep]{ex:doubler}માંના બમણું કરનાર મશીનનાં સંરૂપણોનો ક્રમ અનુસરો. \end{prob},reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T229,OLP-0257,OLP-0257-B005,gu/content/turing-machines/machines-computations/configuration.tex,12,"\begin{explain} અગાઉ આપણે સમ મશીનનાં સંરૂપણોનો ક્રમ અનુસર્યો હતો તે યાદ કરો. ટેપ, વાંચન-લેખન હેડ અને ટ્યુરિંગ મશીનના પ્રોગ્રામથી બનેલું કલ્પિત ઉપકરણ ખરેખર ટ્યુરિંગ મશીનની સંગણના શું છે તેની સહજ ચિત્રા",reader/turing-machines.html,cmp:tur:con:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T229,OLP-0257,OLP-0257-B006,gu/content/turing-machines/machines-computations/configuration.tex,26,"\begin{defn}[સંરૂપણ] ટ્યુરિંગ મશીન $M = \tuple{Q, \Sigma, q_0, \delta}$નું \emph{સંરૂપણ} એ $\tuple{C, m, q}$ ત્રિક છે, જ્યાં \begin{enumerate} \item $C \in \Sigma^*$ એ $\Sigma$નાં પ્રતીકોનો સાન્ત અનુક",reader/turing-machines.html,cmp:tur:con:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T229,OLP-0257,OLP-0257-B008,gu/content/turing-machines/machines-computations/configuration.tex,52,"\begin{defn}[પ્રારંભિક સંરૂપણ] ઇનપુટ $I \in \Sigma^*$ માટે $M$નું \emph{પ્રારંભિક સંરૂપણ} આ છે: \[ \tuple{\TMendtape \frown I, 1, q_0}. \] \end{defn}",reader/turing-machines.html,cmp:tur:con:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T230,OLP-0255,OLP-0255-B005,gu/content/turing-machines/machines-computations/representing-tms.tex,12,\begin{explain} ટ્યુરિંગ મશીનોને \emph{અવસ્થા-આલેખો} વડે ચિત્રરૂપે દર્શાવી શકાય છે. આવા આલેખોમાં તીરોથી જોડાયેલાં અવસ્થાનાં ખાનાં હોય છે. દરેક અવસ્થાનું ખાનું મશીનની એક અવસ્થા દર્શાવે છે. દરેક તીર તે ,reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T230,OLP-0255,OLP-0255-B020,gu/content/turing-machines/machines-computations/representing-tms.tex,168,\begin{explain} ટ્યુરિંગ મશીનો દર્શાવવાની બીજી રીત \emph{મશીન-કોષ્ટકો} છે. કોષ્ટકની $x$-અક્ષ પર ટેપની વર્ણમાળા અને $y$-અક્ષ પર મશીનની અવસ્થાઓનો ગણ દર્શાવાય છે. દરેક અવસ્થા અને પ્રતીકના છેદે સૂચનાનો બા,reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T230,OLP-0255,OLP-0255-B021,gu/content/turing-machines/machines-computations/representing-tms.tex,181,\begin{ex} સમ મશીનનું મશીન-કોષ્ટક આ છે: \[ \centering \begin{tabular}{lllll} \cline{2-4} \multicolumn{1}{l|}{} & \multicolumn{1}{c|}{$\TMblank$} & \multicolumn{1}{c|}{$\TMstroke$} & \multicolumn{1}{c|,reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T231,OLP-0255,OLP-0255-B013,gu/content/turing-machines/machines-computations/representing-tms.tex,75,ચાર $\TMstroke$નું ઇનપુટ આપીએ ત્યારે સમ મશીનનાં સંરૂપણો ક્રમશઃ જોઈએ. આ કિસ્સામાં મશીન થંભશે એવી આપણી અપેક્ષા છે. પછી તેને ત્રણ $\TMstroke$નું ઇનપુટ આપીશું; ત્યારે તે હંમેશાં ચાલતું રહેશે.,reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T231,OLP-0255,OLP-0255-B015,gu/content/turing-machines/machines-computations/representing-tms.tex,116,હવે ધારો કે મશીનને ત્રણ $\TMstroke$નું ઇનપુટ આપીએ. ટેપ પરના ઇનપુટમાં નાનો તફાવત હોવા છતાં એ જ સૂચનાઓ લાગુ પડતી હોવાથી શરૂઆતનાં કેટલાંક સંરૂપણો સરખાં હોય છે: \[ \TMendtape \TMstroke_0 \TMstroke \TMstro,reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T231,OLP-0255,OLP-0255-B027,gu/content/turing-machines/machines-computations/representing-tms.tex,263,"\begin{prob} $\{\TMendtape,\TMblank, A, B\}$ વર્ણમાળા ધરાવતું એવું ટ્યુરિંગ મશીન રચો કે જેમાં $A$ અને $B$ની સંખ્યા સરખી હોય \emph{અને} બધા $A$, બધા $B$ પહેલાં આવતા હોય, એવી $A$ અને $B$ની કોઈ પણ શબ્દમા",reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T231,OLP-0255,OLP-0255-B029,gu/content/turing-machines/machines-computations/representing-tms.tex,283,"\begin{prob} \emph{વર્ણક્રમમાં?:} $\{\TMendtape,\TMblank, A, B\}$ વર્ણમાળા ધરાવતું એવું ટ્યુરિંગ મશીન રચો કે જેને $A$ અને $B$નો સાન્ત અનુક્રમ ઇનપુટ તરીકે આપતાં બધા $A$, બધા $B$ની ડાબે આવે છે કે નહીં ત",reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T231,OLP-0257,OLP-0257-B012,gu/content/turing-machines/machines-computations/configuration.tex,107,"જો $C_k = \tuple{C, m, q}$ હોય, $C$નું $m$-મું પ્રતીક~$\sigma$ હોય અને $\delta(q, \sigma)$ અવ્યાખ્યાયિત હોય, તો આપણે કહીએ છીએ કે $M$ \emph{ઇનપુટ $I$ પર $k$ પગલાં પછી થંભે છે}. એ કિસ્સામાં, ઇનપુટ~$I$ મ",reader/turing-machines.html,cmp:tur:con:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T232,OLP-0255,OLP-0255-B022,gu/content/turing-machines/machines-computations/representing-tms.tex,201,\begin{explain} અત્યાર સુધી આપણે ઇનપુટ વાંચીને સ્વીકારતાં મશીનો જ જોયાં છે. પરંતુ ટ્યુરિંગ મશીન વાંચી પણ શકે છે અને લખી પણ શકે છે. આવા મશીનનું એક ઉદાહરણ (જોકે આવાં ઘણાં ઉદાહરણો છે) \emph{બમણું કરનાર મ,reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T232,OLP-0255,OLP-0255-B023,gu/content/turing-machines/machines-computations/representing-tms.tex,210,\begin{ex} \ollabel{ex:doubler} બમણું કરનાર મશીન બનાવતાં પહેલાં સમસ્યા ઉકેલવાની \emph{રીત} નક્કી કરવી જરૂરી છે. મશીન (આપણે તેને જેમ ઘડ્યું છે તે મુજબ) કેટલા $\TMstroke$ વાંચ્યા છે તે યાદ રાખી શકતું નથ,reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T232,OLP-0255,OLP-0255-B025,gu/content/turing-machines/machines-computations/representing-tms.tex,240,\path (1) edge node {\TMtrans{\TMstroke}{\TMblank}{\TMright}} (2) (2) edge [loop above] node {\TMtrans{\TMstroke}{\TMstroke}{\TMright}} (2) edge node {\TMtrans{\TMblank}{\TMblank}{\TMright}} (3) (3) e,reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T232,OLP-0255,OLP-0255-B026,gu/content/turing-machines/machines-computations/representing-tms.tex,258,\begin{prob} કોઈ પણ એક ઇનપુટ પસંદ કરો અને \olref[tur][mac][rep]{ex:doubler}માંના બમણું કરનાર મશીનનાં સંરૂપણોનો ક્રમ અનુસરો. \end{prob},reader/turing-machines.html,tur:mac:rep:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T233,OLP-0257,OLP-0257-B007,gu/content/turing-machines/machines-computations/configuration.tex,41,"\begin{explain} ટ્યુરિંગ મશીનનું સંભવિત ઇનપુટ પ્રતીકોનો અનુક્રમ હોય છે, સામાન્ય રીતે કોઈ સ્વરૂપમાં એક સંખ્યાનું સંકેતીકરણ કરતો અનુક્રમ. ટ્યુરિંગ મશીનનું પ્રારંભિક સંરૂપણ એ સંરૂપણ છે જેમાં મશીનને તે ઇન",reader/turing-machines.html,cmp:tur:con:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T233,OLP-0257,OLP-0257-B008,gu/content/turing-machines/machines-computations/configuration.tex,52,"\begin{defn}[પ્રારંભિક સંરૂપણ] ઇનપુટ $I \in \Sigma^*$ માટે $M$નું \emph{પ્રારંભિક સંરૂપણ} આ છે: \[ \tuple{\TMendtape \frown I, 1, q_0}. \] \end{defn}",reader/turing-machines.html,cmp:tur:con:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T233,OLP-0257,OLP-0257-B009,gu/content/turing-machines/machines-computations/configuration.tex,66,\begin{explain} ચિહ્ન~$\frown$ \emph{અનુક્રમોનું જોડાણ} દર્શાવે છે---ઇનપુટ શબ્દમાળા ડાબા છેડાના ચિહ્નની તરત જમણે શરૂ થાય છે. \end{explain},reader/turing-machines.html,cmp:tur:con:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T234,OLP-0258,OLP-0258-B005,gu/content/turing-machines/machines-computations/unary-numbers.tex,12,"\begin{explain} ટ્યુરિંગ મશીનો પોતાની ટેપ પર લખાયેલા પ્રતીકોના અનુક્રમો પર કામ કરે છે. ટ્યુરિંગ મશીન કઈ વર્ણમાળા વાપરે છે તેના આધારે આ અનુક્રમો જુદા જુદા ઇનપુટ અને આઉટપુટ દર્શાવી શકે છે. ખાસ રસ, અલબત્",reader/turing-machines.html,tur:mac:una:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T234,OLP-0258,OLP-0258-B006,gu/content/turing-machines/machines-computations/unary-numbers.tex,25,\begin{defn}[સંગણના] ટ્યુરિંગ મશીન~$M$ વિધેય $f\colon \Nat^k \to \Nat$ \emph{ગણે છે} ત્યારે અને ત્યારે જ જ્યારે $M$ ઇનપુટ \[ \TMstroke^{n_1} \TMblank \TMstroke^{n_2} \TMblank \dots \TMblank \TMstroke^,reader/turing-machines.html,tur:mac:una:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T234,OLP-0258,OLP-0258-B022,gu/content/turing-machines/machines-computations/unary-numbers.tex,245,"\begin{defn} ટ્યુરિંગ મશીન~$M$ આંશિક વિધેય $f\colon \Nat^k \pto \Nat$ ગણે છે ત્યારે અને ત્યારે જ જ્યારે \begin{enumerate} \item $f(n_1, \dots, n_k) = m$ હોય તો $M$ ઇનપુટ $\TMstroke^{n_1}\concat\TMblan",reader/turing-machines.html,tur:mac:una:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T235,OLP-0258,OLP-0258-B006,gu/content/turing-machines/machines-computations/unary-numbers.tex,25,\begin{defn}[સંગણના] ટ્યુરિંગ મશીન~$M$ વિધેય $f\colon \Nat^k \to \Nat$ \emph{ગણે છે} ત્યારે અને ત્યારે જ જ્યારે $M$ ઇનપુટ \[ \TMstroke^{n_1} \TMblank \TMstroke^{n_2} \TMblank \dots \TMblank \TMstroke^,reader/turing-machines.html,tur:mac:una:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T235,OLP-0258,OLP-0258-B022,gu/content/turing-machines/machines-computations/unary-numbers.tex,245,"\begin{defn} ટ્યુરિંગ મશીન~$M$ આંશિક વિધેય $f\colon \Nat^k \pto \Nat$ ગણે છે ત્યારે અને ત્યારે જ જ્યારે \begin{enumerate} \item $f(n_1, \dots, n_k) = m$ હોય તો $M$ ઇનપુટ $\TMstroke^{n_1}\concat\TMblan",reader/turing-machines.html,tur:mac:una:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T236,OLP-0259,OLP-0259-B005,gu/content/turing-machines/machines-computations/halting-states.tex,12,"\begin{explain} આપણે મશીનને એવી રીતે વ્યાખ્યાયિત કર્યું છે કે અમલમાં મૂકવા કોઈ સૂચના ન હોય ત્યારે જ તે થંભે. જોકે ટ્યુરિંગ મશીનનાં સામાન્ય નિરૂપણોમાં એક ખાસ \emph{થંભવાની અવસ્થા}~$h$ હોય છે, જેમાં $h ",reader/turing-machines.html,tur:mac:hal:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T236,OLP-0259,OLP-0259-B006,gu/content/turing-machines/machines-computations/halting-states.tex,18,"થંભવાની અવસ્થા પાછળનો વિચાર સરળ છે: મશીનનું કામ પૂરું થાય (તે ઇનપુટ સ્વીકારવા તૈયાર થાય અથવા આઉટપુટ લખવાનું પૂરું કરે), ત્યારે તે અવસ્થા~$h$માં જઈને થંભે. કેટલાંક મશીનોમાં થંભવાની બે અવસ્થાઓ હોય છે: એ",reader/turing-machines.html,tur:mac:hal:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T236,OLP-0259,OLP-0259-B010,gu/content/turing-machines/machines-computations/halting-states.tex,46,હવે ઉદાહરણને વધુ વિસ્તૃત કરીએ. ઇનપુટ વિષમ છે એવું મશીન નક્કી કરે ત્યારે તે ક્યારેય થંભતું નથી. આ ચક્રમાં ચાલવાની સૂચનાને નકારવાની અવસ્થા~$r$માં જવાની સૂચનાથી બદલીને મશીનમાં \emph{નકારવાની} અવસ્થા ઉમેર,reader/turing-machines.html,tur:mac:hal:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T237,OLP-0260,OLP-0260-B004,gu/content/turing-machines/machines-computations/disciplined-machines.tex,9,\olfileid{tur}{mac}{dis} \olsection{શિસ્તબદ્ધ મશીનો},reader/turing-machines.html,tur:mac:dis:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T237,OLP-0260,OLP-0260-B005,gu/content/turing-machines/machines-computations/disciplined-machines.tex,12,"\begin{explain} \olref[hal]{sec} વિભાગમાં આપણે એવી ટ્યુરિંગ મશીનો જોઈ હતી જેમાં એક જ નિર્ધારિત થંભવાની અવસ્થા~$h$ હોય છે---આવાં મશીનો થંભે તો અવસ્થા~$h$માં જ થંભે તેની ખાતરી હોય છે. આ રીતે, એક જ થંભવા",reader/turing-machines.html,tur:mac:dis:sec,verified_html_section_anchor_near_exact_source_segment
terminology,GU-T237,OLP-0260,OLP-0260-B006,gu/content/turing-machines/machines-computations/disciplined-machines.tex,28,"\begin{defn}\ollabel{defn:disciplined} ટ્યુરિંગ મશીન~$M$ \emph{શિસ્તબદ્ધ} છે ત્યારે અને ત્યારે જ જ્યારે \begin{enumerate} \item તેમાં એક જ નિર્ધારિત થંભવાની અવસ્થા~$h$ છે, \item તે થંભે તો ખાનું~$1$ વ",reader/turing-machines.html,tur:mac:dis:sec,verified_html_section_anchor_near_exact_source_segment
